ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1538604445.663389,Cmz30d1hUcefiYKHBg,192.168.100.113,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538602285.687014,CZBrL2TRZChx1u5wa,192.168.100.113,44107,192.168.100.1,53,udp,dns,0.000750,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545411271.591326,Ceg2iqMyUybcbmbnf,192.168.1.195,123,195.113.144.201,123,udp,-,9.868372,288,288,SF,-,-,0,Dd,6,456,6,456,-,benign,-
1545466983.851059,C8BCCk1AngcgGpGVf2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466975.309178,CZ7kPP2INoo7F1ilx,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533107200.254513,CsHFuq2tS9kjZMmTNk,192.168.100.113,46328,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466970.519914,CGpgcD5T7DQMIlNtf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545459970.692688,CJAfB53fFLm7aMwl9k,192.168.1.195,53854,185.244.25.235,6667,tcp,-,3.087240,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466966.551182,CAAftw4ZaKeT6q4eeh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466964.160797,CtHsdB1MXviRDDeuBl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545474767.01893,CRKgRF965rEOvaj0l,192.168.1.195,55238,185.244.25.235,6667,tcp,-,3.158446,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545411243.459609,CO60kw2Y5QtXKrW5,192.168.1.195,53824,192.168.1.1,53,udp,dns,5.001647,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545411554.459592,C9KPchJV6RZg9ZnC2,192.168.1.195,42322,192.168.1.1,53,udp,dns,5.001639,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466958.992254,CKKxR61tLK4rESaVyl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538597221.658844,CIiDCv2ntNF02H0v1,192.168.100.113,34380,192.168.100.1,53,udp,dns,0.054462,39,103,SF,-,-,0,Dd,1,67,1,131,-,benign,-
1533092435.476226,CXSN92HSlPEoTM619,192.168.100.113,123,147.251.48.140,123,udp,-,0.005246,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538634270.669716,CvmLkG3cit4H8yfURb,192.168.100.113,58594,192.168.100.1,53,udp,dns,5.005151,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1533048168.474557,Cm7dc64v4FI2PJvf12,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533086464.895054,C7ZHK31gcmvsz6DO6g,192.168.100.113,45292,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545407492.096342,CVIVYO3k33TtVcLLH5,192.168.1.195,49942,185.244.25.235,6667,tcp,-,3.122970,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466977.855725,CrArkIoxnSSDmRB5k,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545418758.506035,Cck93w26WXbvLNhW15,192.168.1.195,53304,185.244.25.235,6667,tcp,-,3.112714,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1538613009.665992,CiiLNl1hUWfg8QLqD1,192.168.100.113,55794,192.168.100.1,53,udp,dns,5.005152,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545411921.458614,CUMNes10wQUw58J29f,192.168.1.195,123,77.78.107.252,123,udp,-,70.001583,384,384,SF,-,-,0,Dd,8,608,8,608,-,benign,-
1545466978.017633,Cvhmru2rr8WWJoTuYj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538596221.671657,CGSO6621aowkDADETc,192.168.100.113,51242,192.168.100.1,53,udp,dns,0.000493,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466965.270664,C3o9A23mYEhh1ggock,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545411422.459333,CHYT0vp0FLTQMSs12,192.168.1.195,53400,192.168.1.1,53,udp,dns,5.001898,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466985.654771,CLcQjh4Frd4Lp0aiIg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533056846.335086,C6dfz71lYuqG5bda79,192.168.100.113,34632,128.185.250.50,50,tcp,-,3.116719,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466971.641266,CWW964rummaEx2Pfl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466988.091878,CU6Vuu3FxbTEg5nO3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545418174.458401,CBr2yz2ne9d6oDFyl4,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538600198.706563,CBlqWf1X8tMlM0iJ0g,192.168.100.113,38797,192.168.100.1,53,udp,dns,0.005997,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1538649358.663018,CKhHLq7ICDBALmGoh,192.168.100.113,123,81.2.254.32,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466981.688534,CQtJQ24WNFUS8OFnEa,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466968.947306,CVSG5h43qh1dd4Yda9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545413697.905099,C4Tfak1MOrgzG030v,192.168.1.195,51574,185.244.25.235,6667,tcp,irc,4.275819,75,243,S3,-,-,0,ShAdDaf,9,567,7,615,-,malicious,
1545429187.454277,CvUA18H9YONo0eNAa,192.168.1.195,123,147.231.100.5,123,udp,-,0.001483,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466975.557037,CMysp144AuyjfYQhC5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545457280.24846,CBCJma2BioidbJ4xK8,192.168.1.195,65279,50.50.50.53,53,tcp,-,3.046012,0,0,S0,-,-,0,S,3069,122760,0,0,-,benign,-
1545475820.257567,C6l8ZW1feHO4VjY9h,192.168.1.195,0,71.61.66.148,80,tcp,-,0.008748,0,0,S0,-,-,0,S,19,760,0,0,-,malicious,
1545412559.416238,CiKPNlj8QDPj0B1Qk,192.168.1.195,51294,185.244.25.235,6667,tcp,-,3.084984,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1538595945.675397,CVCdD74ZmvzGTHdY71,192.168.100.113,54815,192.168.100.1,53,udp,dns,5.005624,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545411013.542135,C67zvV1CQknUBUAHq3,192.168.1.195,50910,185.244.25.235,6667,tcp,-,3.118733,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533115484.472483,C2kXjn12PuzzxTeQpl,192.168.100.113,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545408007.244413,Cq3H8g3VUppF4YDuLd,192.168.1.195,50114,185.244.25.235,6667,tcp,irc,2.114545,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,malicious,
1538597196.658866,C75tF03yheN6J7r4e8,192.168.100.113,52082,192.168.100.1,53,udp,dns,5.005144,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466982.601006,CzUf8x11IJnLAdjywd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466982.629256,CcBJn12YCkL6Hi5ZGf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466976.37781,CMEE0q4ZfzsbpCcfd4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538636701.596193,CgGs2k44wWurLNIHC6,192.168.100.113,48126,8.8.8.8,53,udp,dns,-,-,-,S0,-,-,0,D,1,66,0,0,-,benign,-
1538597164.669386,CY69J62FqSbHqLCBV5,192.168.100.113,52770,192.168.100.1,53,udp,dns,0.016484,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466962.071734,CfxS5L37bMn5jUxp1c,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.876634,C9Dpbl4JFdeXGCdsOe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466959.607392,CKsVcN2s3W1rYjz8ta,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538582089.657444,CoUkbt3oo9qexnvk76,192.168.100.113,123,37.157.194.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545449564.456785,CbpmrxyRBxbDfNy6j,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538634500.669354,CLC7My2wTV72vD0joh,192.168.100.113,33823,192.168.100.1,53,udp,dns,5.005155,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466967.966878,CPV1Gg14YydKNVuRJ2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545457285.488957,CGGcL32OafMgZUqd9d,192.168.1.195,8122,50.50.50.53,53,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,benign,-
1545418707.94361,CEHQ821sEMkwc0jzua,192.168.1.195,53280,185.244.25.235,6667,tcp,irc,1.105347,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,
1538614557.689591,CqJEFj2IhZq4LMU0g9,192.168.100.113,39115,192.168.100.1,53,udp,dns,0.002747,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466982.946815,C9Em5u3lQCl9uMel,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533061862.475621,CYPLskmRxQfuj69E5,192.168.100.113,123,147.231.100.5,123,udp,-,0.001737,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466988.149103,CzC0HE1s2hw8ITLaj1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.201287,CCZKkPzwUncvh6Zmi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533119769.854397,C19myN2bv9D40gre0f,192.168.100.113,46956,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1538607154.166435,CguMOh4tp9K8IA90oi,192.168.100.113,39407,8.8.8.8,53,udp,dns,-,-,-,S0,-,-,0,D,1,66,0,0,-,benign,-
1533121128.474747,CRMX7l4vS87MQ8Eoy7,192.168.100.113,123,147.251.48.140,123,udp,-,0.005244,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538614943.67681,CRyJe03gzemVlnLNvi,192.168.100.113,41316,192.168.100.1,53,udp,dns,0.000741,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1533082997.474307,Cnk66w2WS3q4HKUopc,192.168.100.113,123,31.31.74.35,123,udp,-,0.004736,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538594866.661899,CcYKl64A0fVgL5SpGa,192.168.100.113,123,213.199.225.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545457741.682733,CIBad24BZaSq2lzNZj,192.168.1.195,53510,185.244.25.235,6667,tcp,-,3.137708,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533111752.474534,C5pm6f1Zg2nYw88zye,192.168.100.113,123,147.231.100.5,123,udp,-,0.001734,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466975.671979,CCcbpa1bxNNF21v8u8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538602944.689331,CgMIJm3sIWc5J7t3Cc,192.168.100.113,55879,192.168.100.1,53,udp,dns,5.005153,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545416710.529339,CHK95n4zo7ES1rAzVj,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545473034.974246,CQ3FyQ2kpUrvoI6pT7,192.168.1.195,55164,185.244.25.235,6667,tcp,-,3.127738,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466970.692315,CpLi4G4ldpxgUtPEt6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466967.772479,CiDsIbBQeUjNCgZ4j,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545437690.457368,C9iUPl1PVpDE5ojizb,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538595876.661793,C8Lq2A2gIqzIdITjWk,192.168.100.113,123,81.2.254.32,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545415948.918458,CjAtPkCQYbkZfMz53,192.168.1.195,52356,185.244.25.235,6667,tcp,irc,4.200354,75,243,S3,-,-,0,ShAdDaf,9,567,7,615,-,malicious,
1545487830.873871,CRrYIb4JQN3A1IBg43,192.168.1.195,56876,185.244.25.235,6667,tcp,-,3.144938,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466974.338743,CBQrhy3aqVtcDv0sRe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545488240.743368,Cp7h5MjiYg8fYoSWh,192.168.1.195,56922,185.244.25.235,6667,tcp,irc,33.256883,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,malicious,
1545466967.862675,Cv3y0j3wTonEQHnCxj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466981.865177,CAPInDTHY40xzooUl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533063540.477436,CnK3qY33ZSsfvIvMZf,192.168.100.113,123,81.2.254.224,123,udp,-,0.006240,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545405978.104014,CEexDQc6ebb7otHvc,192.168.1.195,49474,185.244.25.235,6667,tcp,-,3.118235,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466979.432844,CbQcpq37uKT0zfwpkj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.9321,CmraK62QIisXDqMAg4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545406159.858943,CT9VKS2Rvwt7BPkhwk,192.168.1.195,49520,185.244.25.235,6667,tcp,irc,4.082696,75,243,S3,-,-,0,ShAdDaf,10,619,6,563,-,malicious,
1545466981.796978,CnB5zd14Jik6xedB5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533079468.47168,CHAmpu1zoioG75S5Pj,192.168.100.113,123,37.157.198.150,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538614339.665631,C8MBBV3DyrQQMX0q01,192.168.100.113,123,78.108.145.1,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545404925.462378,CPuuJK2j0G5mkKxS16,192.168.1.195,41208,185.244.25.235,80,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1533095787.134471,C88mKW3fVyiMCBVBuk,192.168.100.113,36576,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545484766.458443,CbqUxW2twZQqOKPeF4,192.168.1.195,123,37.187.104.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545412101.53419,CKKSG34PjCIPMxPgXf,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545489276.981864,Cbo4wfVbFPsyijcr9,192.168.1.195,57024,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1538634312.679014,CGRJyg39k4WzayCmAa,192.168.100.113,47287,192.168.100.1,53,udp,dns,0.000749,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466965.711661,CoDJd73M75RiLRqHb4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466970.488932,C6LkUtLzouvB6RJnf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533056318.331927,CwDu4j2OAnP55Cy5Hc,192.168.100.113,34604,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
