ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1545466986.639224,CrjYsW1qOkmqbN3yJg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545477270.22115,CiB9PhSPVIV7y4E9i,192.168.1.195,55540,185.244.25.235,6667,tcp,-,3.159711,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545405331.473537,Cqicp8KBFQDNFJ61,192.168.1.195,49286,185.244.25.235,6667,tcp,-,3.108978,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545418312.458499,CvJ9qkIGbBlwDCrhl,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533095014.654319,CCuZ3zAZln6xNeJvh,192.168.100.113,45720,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533080665.471875,C1U6oj1fl4nE6XA6bf,192.168.100.113,123,147.231.100.5,123,udp,-,0.001985,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466975.741936,CpdMvb4HMo0CS2TAph,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533077066.160414,Cb9yJ214FS68EQhTN,192.168.100.113,44824,178.128.185.250,50,tcp,-,3.134213,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466974.409692,CEW7jC1gbD9maW7sdi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466959.029728,CeI7u8fYdlV5FEeZe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533049875.476316,C89hc935CFXN0Duq4i,192.168.100.113,123,147.231.100.5,123,udp,-,0.001728,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466972.98325,CBJ5YD4nw4A2P3cOzl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533052095.133099,Cd67Pcjx7RR8Fh5k6,192.168.100.113,43576,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545457288.815302,Ck5LWh3de6mOyB5Dc6,192.168.1.195,54374,50.50.50.53,53,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,benign,-
1533047508.472601,CQIVj5BO0biT9iZt2,192.168.100.113,123,147.231.100.5,123,udp,-,0.001479,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545412869.458158,CqabhR1sSPts1xLJk6,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533072823.474857,CKE5j24X3V37aLZXjf,192.168.100.113,123,147.251.48.140,123,udp,-,0.004992,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533058401.474456,CDn9Bi2a69moC26aM6,192.168.100.113,123,147.231.100.5,123,udp,-,0.001745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533081751.851932,C7o4dV3U6xwo7p4AC1,192.168.100.113,35876,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533104235.474176,CMetxm2rS4sx868cO5,192.168.100.113,123,147.231.100.5,123,udp,-,0.001988,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545411013.539886,CZsu6Y970msyvraHf,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466986.690432,CP6cAGvqRQ3XbFjp3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466977.749537,CjQxpt2AqbUsGbPWu5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533127611.47478,CzB389Au6vncCctM6,192.168.100.113,123,147.231.100.5,123,udp,-,0.001994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533079820.471233,CjaIAvYRFR4ZIrcsh,192.168.100.113,123,31.31.74.35,123,udp,-,0.004746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533081984.811764,CeFaRl1OuPCjVreu,192.168.100.113,35888,128.185.250.50,50,tcp,-,3.120223,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545411586.62899,CmN3qo2ElcvwSyiIEj,192.168.1.195,40983,192.168.1.1,53,udp,dns,0.000499,39,39,SF,-,-,0,Dd,1,67,1,67,-,benign,-
1545466976.378559,C0lEJA3y6PDjTecnXb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545409492.528016,Cp78cb3mX6n4XvO9vl,192.168.1.195,123,81.2.254.224,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545451610.528088,CliKML3POfXIFM8iD1,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466961.772422,CFFEmm1ZBqpD9bVCuf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533106860.474457,C16TJVLRCk4zbAW79,192.168.100.113,123,31.31.74.35,123,udp,-,0.004745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545462944.530487,Cuz4E6OnoVgnFJyf1,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466980.619648,CWGpMV3FwPVDykD22f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533079278.331881,CJvVLNaWpT76enem6,192.168.100.113,35752,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545430819.455089,CX00cE1X7ou0tqAPEe,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533079358.331743,CKcPGpP5uPEzBqgS3,192.168.100.113,35756,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545415812.172733,CW4Hrt4jHBGo2TPJqh,192.168.1.195,52296,185.244.25.235,6667,tcp,irc,2.116293,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,malicious,
1545466969.114709,C63p5beaKcffDaTjc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545486652.791495,CdYPA02uUPUyyYYCTb,192.168.1.195,56732,185.244.25.235,6667,tcp,-,3.148205,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545431537.45728,CbCG7e1rPceKZabMZ9,192.168.1.195,123,147.231.100.5,123,udp,-,0.006985,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533112076.474518,C9TdMm4D2rj3WCVi9a,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533097479.475997,CxSgKf1EVi8ydukbyc,192.168.100.113,123,147.231.100.5,123,udp,-,0.001733,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466983.120458,CGmUwyrx6glC6PRx1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466970.774523,CVH62H1B99mqsI7tvc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533068677.475325,C7kqQk2dPpZ1fuapDf,192.168.100.113,123,147.231.100.5,123,udp,-,0.001730,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545426572.457904,CV9Uyj2pmJGTYHTNA9,192.168.1.195,123,147.231.100.5,123,udp,-,0.001497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533114213.426472,Cb6L5u2FemE7MuvTj,192.168.100.113,46680,178.128.185.250,50,tcp,-,3.147690,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533080078.471158,C3c82O1cRY2O7UHzsg,192.168.100.113,123,147.231.100.5,123,udp,-,0.001991,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533089354.474927,CWgx4y40aF4nhpTVZa,192.168.100.113,123,147.231.100.5,123,udp,-,0.001736,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533063468.477387,CqEPcN1qgQKNIO3eW5,192.168.100.113,123,80.79.25.111,123,udp,-,0.002237,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466960.684784,CJTLDs4ds5HehxE4L4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466961.944067,C5qj8i4VQrTCX9xevd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533109249.797453,CQagr23UNxaGUvZqRi,192.168.100.113,46432,178.128.185.250,50,tcp,-,3.098239,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545420398.525463,CAKlgfczl2QZU8vRd,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533059328.475368,CO8gZA3P9PsvowO2Ah,192.168.100.113,123,31.31.74.35,123,udp,-,0.004747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466968.249208,CYDvpO2bkXzxfZc5ah,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533093815.474413,CwA0pH2UHBFvAugeL,192.168.100.113,123,147.231.100.5,123,udp,-,0.001743,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533121317.475047,CltJlnVv2Xy89UaEi,192.168.100.113,123,37.157.198.150,123,udp,-,0.004996,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533099213.05487,Cis3Gq2wQgUplfQwff,192.168.100.113,36748,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545463072.458552,CJhE7U2NBRSuP5Jzhb,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466964.164296,CoHDgA2eiADTGPftFi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533066974.467864,C1SVK735E2UCgheFzk,192.168.100.113,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545485798.459985,C2PR5u1beBQnniNMy,192.168.1.195,123,37.187.104.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533093146.475002,Cxnusd2CjJKGFutqS7,192.168.100.113,123,80.79.25.111,123,udp,-,0.002240,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533095110.47452,CUzbjEjLFscJ5beQd,192.168.100.113,123,81.2.254.224,123,udp,-,0.005988,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466964.508854,Cm7hDjAIX1okm0ok8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545409898.938984,CiA5Tx4MeTv28Q5nNj,192.168.1.195,50628,185.244.25.235,6667,tcp,irc,2.089798,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,malicious,
1533077327.474508,C5cY2N28sTlGMtFeHi,192.168.100.113,123,31.31.74.35,123,udp,-,0.004988,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533066773.559276,CMp1n51172cWa2Vtu1,192.168.100.113,35128,128.185.250.50,50,tcp,-,3.088743,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545404677.247025,C5SnwD8bLTAujLz05,192.168.1.195,49082,185.244.25.235,6667,tcp,-,3.095254,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545438494.458269,C2UVOnsrt2IwpU2V2,192.168.1.195,123,147.231.100.5,123,udp,-,0.001493,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533114372.474361,CtMdXU1TSydprsFtxg,192.168.100.113,123,37.157.198.150,123,udp,-,0.004741,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533115484.472483,C2kXjn12PuzzxTeQpl,192.168.100.113,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545444529.456524,Cxmch7XBJUo7TOmG7,192.168.1.195,123,147.231.100.5,123,udp,-,0.001489,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466971.70324,CDAt243n5lpKW6i8Lh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533076788.174655,C0lwC82r2rMAxdbIp7,192.168.100.113,35628,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533090338.475037,Caubqy6ztB7bLXia1,192.168.100.113,123,147.231.100.5,123,udp,-,0.001735,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466968.057072,C1sC1aCsfALxogvyj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533066674.168246,CTAP8842jkOGfpxhUl,192.168.100.113,44304,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545476278.154522,C8bKHC4LMMp9b7yXyd,192.168.1.195,55400,185.244.25.235,6667,tcp,-,3.144724,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545405498.662522,CGvYo94XvlgIzqKC3b,192.168.1.195,49336,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466959.182147,CYmZGy1pGqlRDi9J,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.937106,Ci5TQb20LNjK5RJZ1f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545437910.457711,CMuard4xQM8Gfq2Fhf,192.168.1.195,123,147.231.100.5,123,udp,-,0.001745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545428474.525559,CYIW6PiFKCV4bSWpf,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533102851.475539,CmB4Bx4x78vTDfsdyc,192.168.100.113,123,147.231.100.5,123,udp,-,0.001994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466964.568566,C2sCMF1ie3klrGhNZh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533123217.476047,CRqyp6E7ifvGIm9I4,192.168.100.113,123,147.231.100.5,123,udp,-,0.001738,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545405639.46252,C5koPn359tjJ9K1b8i,192.168.1.195,49374,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545411049.458161,C8SE5e2sRc39AbKDqb,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545446682.456969,C5oV9V2RWLnrrQTW15,192.168.1.195,123,147.231.100.5,123,udp,-,0.001497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533117063.471372,Ckgvda1KaJknYUBUif,192.168.100.113,123,81.2.254.224,123,udp,-,0.005735,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533090791.212621,C7x7Tc3mABt2T9jvU2,192.168.100.113,36328,128.185.250.50,50,tcp,-,3.122966,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466980.092188,C5RHq42Zq0fjkzC4Sf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466975.605259,CFkmZT3t3VIdwl16Pd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533127092.474743,CScYQc4D5J9eh3cKD2,192.168.100.113,123,37.157.198.150,123,udp,-,0.004740,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533109497.135869,CtKUfp7i4y2M3dWcl,192.168.100.113,46444,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466963.359998,CXLBWK3f5ebE5pAxg8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545438430.457968,CaJf9p2QYN30sKtcpd,192.168.1.195,123,147.231.100.5,123,udp,-,0.209626,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545473722.530454,CoVHxw31jlHoEyhlI2,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533066853.467911,CNHdeRAtt0f6MEN7b,192.168.100.113,123,80.79.25.111,123,udp,-,0.002497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545418571.430126,CRZz1C4QRMvvtjLi5e,192.168.1.195,53204,185.244.25.235,6667,tcp,irc,1.089375,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,
1545434356.459396,C5mXXc36P905OzPy56,192.168.1.195,123,147.231.100.5,123,udp,-,0.030983,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545429383.454025,CW1lxq4mMf5cUlOvd,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466978.935848,CCtg0K2Gp5Ao9yMiKg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545417521.14068,CUQxj63Kcz4grhCI3a,192.168.1.195,52846,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533097336.57597,CtPueg3fY7450tlwO1,192.168.100.113,45836,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466977.654102,CtSod22AbSnHgbSml2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545427410.527414,CzaAdz4hcYklJImCZb,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533050166.599992,C8tnSl3gJm8wPEcyyh,192.168.100.113,43480,178.128.185.250,50,tcp,-,3.096488,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533090793.475568,CNg2Xq2X2fnCr336p3,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533074104.475094,CNW4Mp1tTL1lI7dHZk,192.168.100.113,123,147.231.100.5,123,udp,-,0.001994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533064481.472128,C1h2Yg1jJlSZm4io95,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545462243.45848,C6OwZBkp8iDqY8jY8,192.168.1.195,123,89.221.210.188,123,udp,-,0.005995,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466977.945427,CEjfPS2pJyxcJ3d3h8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533087068.47489,CVa2gi35giXsU6BYCd,192.168.100.113,123,147.231.100.5,123,udp,-,0.001493,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533072867.474793,Cd5lANCd7wkPQzUf6,192.168.100.113,123,31.31.74.35,123,udp,-,0.004745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545484126.738811,CdDMN81lsz9ULgAGle,192.168.1.195,56412,185.244.25.235,6667,tcp,irc,34.040010,62,260,S3,-,-,0,ShAdDaf,8,486,7,632,-,malicious,
1545489993.460109,CrY5tGAMJpnvZdht5,192.168.1.195,123,37.187.104.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533121851.135659,C1eMQ0332SagAFLaA2,192.168.100.113,47060,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533118882.474489,COcXoU3vLMm94NjMF2,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466968.911826,CnV9P93OYi4tXmFBDg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466985.340698,CHlQpq3aWiE4vd7BP6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545459461.82211,CmuLnt2KPlqIcWHHv4,192.168.1.195,53760,185.244.25.235,6667,tcp,irc,35.847577,62,269,S3,-,-,0,ShAdDaf,9,554,6,589,-,malicious,
1533101469.47589,CqcaS71ebfz24v6vr8,192.168.100.113,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466984.099407,CS6jRE33V2Tz58LGDg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
